"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","HUR","TOT","PC_LF","M","2020-09",8.3,
"LVA","HUR","TOT","PC_LF","M","2020-10",8.2,
"LVA","HUR","TOT","PC_LF","M","2020-11",8.1,
"LVA","HUR","TOT","PC_LF","M","2020-12",8,
"LVA","HUR","TOT","PC_LF","M","2021-01",7.8,
"LVA","HUR","TOT","PC_LF","M","2021-02",7.7,
"LVA","HUR","TOT","PC_LF","M","2021-03",7.7,
"LVA","HUR","TOT","PC_LF","M","2021-04",7.7,
"LVA","HUR","TOT","PC_LF","M","2021-05",7.8,
"LVA","HUR","TOT","PC_LF","M","2021-06",7.8,
"LVA","HUR","TOT","PC_LF","M","2021-07",7.5,
"LVA","HUR","TOT","PC_LF","M","2021-08",7.1,
"LTU","HUR","TOT","PC_LF","M","2019-08",6.5,
"LTU","HUR","TOT","PC_LF","M","2019-09",6.5,
"LTU","HUR","TOT","PC_LF","M","2019-10",6.3,
"LTU","HUR","TOT","PC_LF","M","2019-11",6.5,
"LTU","HUR","TOT","PC_LF","M","2019-12",6.6,
"LTU","HUR","TOT","PC_LF","M","2020-01",6.2,
"LTU","HUR","TOT","PC_LF","M","2020-02",6.7,
"LTU","HUR","TOT","PC_LF","M","2020-03",7.2,
"LTU","HUR","TOT","PC_LF","M","2020-04",7.9,
"LTU","HUR","TOT","PC_LF","M","2020-05",8.6,
"LTU","HUR","TOT","PC_LF","M","2020-06",9.1,
"LTU","HUR","TOT","PC_LF","M","2020-07",9.4,
"LTU","HUR","TOT","PC_LF","M","2020-08",9.8,
"LTU","HUR","TOT","PC_LF","M","2020-09",9.9,
"LTU","HUR","TOT","PC_LF","M","2020-10",9.3,
"LTU","HUR","TOT","PC_LF","M","2020-11",9.2,
"LTU","HUR","TOT","PC_LF","M","2020-12",9.2,
"LTU","HUR","TOT","PC_LF","M","2021-01",7.4,
"LTU","HUR","TOT","PC_LF","M","2021-02",6.8,
"LTU","HUR","TOT","PC_LF","M","2021-03",6.5,
"LTU","HUR","TOT","PC_LF","M","2021-04",7.2,
"LTU","HUR","TOT","PC_LF","M","2021-05",7.7,
"LTU","HUR","TOT","PC_LF","M","2021-06",7.8,
"LTU","HUR","TOT","PC_LF","M","2021-07",7.5,
"LTU","HUR","TOT","PC_LF","M","2021-08",7.2,
"COL","HUR","TOT","PC_LF","M","2019-08",11.21807,
"COL","HUR","TOT","PC_LF","M","2019-09",10.73146,
"COL","HUR","TOT","PC_LF","M","2019-10",10.98624,
"COL","HUR","TOT","PC_LF","M","2019-11",10.68735,
"COL","HUR","TOT","PC_LF","M","2019-12",10.38454,
"COL","HUR","TOT","PC_LF","M","2020-01",10.71144,
"COL","HUR","TOT","PC_LF","M","2020-02",10.92722,
"COL","HUR","TOT","PC_LF","M","2020-03",12.30147,
"COL","HUR","TOT","PC_LF","M","2020-04",19.67971,
"COL","HUR","TOT","PC_LF","M","2020-05",20.71791,
"COL","HUR","TOT","PC_LF","M","2020-06",20.13418,
"COL","HUR","TOT","PC_LF","M","2020-07",19.35629,
"COL","HUR","TOT","PC_LF","M","2020-08",17.23384,
"COL","HUR","TOT","PC_LF","M","2020-09",16.43168,
"COL","HUR","TOT","PC_LF","M","2020-10",16.16629,
"COL","HUR","TOT","PC_LF","M","2020-11",15.23045,
"COL","HUR","TOT","PC_LF","M","2020-12",14.57409,
"COL","HUR","TOT","PC_LF","M","2021-01",14.24793,
"COL","HUR","TOT","PC_LF","M","2021-02",14.31092,
"COL","HUR","TOT","PC_LF","M","2021-03",13.80309,
"COL","HUR","TOT","PC_LF","M","2021-04",14.90061,
"COL","HUR","TOT","PC_LF","M","2021-05",15.07739,
"COL","HUR","TOT","PC_LF","M","2021-06",14.58422,
"COL","HUR","TOT","PC_LF","M","2021-07",13.64684,
"COL","HUR","TOT","PC_LF","M","2021-08",12.69681,
"EU27_2020","HUR","TOT","PC_LF","M","2019-08",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2019-09",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2019-10",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2019-11",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2019-12",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-01",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-02",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-03",6.3,
"EU27_2020","HUR","TOT","PC_LF","M","2020-04",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-05",6.9,
"EU27_2020","HUR","TOT","PC_LF","M","2020-06",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2020-07",7.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-08",7.7,
"EU27_2020","HUR","TOT","PC_LF","M","2020-09",7.7,
"EU27_2020","HUR","TOT","PC_LF","M","2020-10",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2020-11",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2020-12",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2021-01",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2021-02",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2021-03",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2021-04",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2021-05",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2021-06",7.1,
"EU27_2020","HUR","TOT","PC_LF","M","2021-07",6.9,
"EU27_2020","HUR","TOT","PC_LF","M","2021-08",6.8,
"CRI","HUR","TOT","PC_LF","M","2019-08",11.3551,
"CRI","HUR","TOT","PC_LF","M","2019-09",12.15811,
"CRI","HUR","TOT","PC_LF","M","2019-10",12.58975,
"CRI","HUR","TOT","PC_LF","M","2019-11",12.52331,
"CRI","HUR","TOT","PC_LF","M","2019-12",12.4947,
"CRI","HUR","TOT","PC_LF","M","2020-01",12.40094,
"CRI","HUR","TOT","PC_LF","M","2020-02",12.64139,
"CRI","HUR","TOT","PC_LF","M","2020-03",15.72092,
"CRI","HUR","TOT","PC_LF","M","2020-04",19.85075,
"CRI","HUR","TOT","PC_LF","M","2020-05",23.41306,
"CRI","HUR","TOT","PC_LF","M","2020-06",23.87914,
"CRI","HUR","TOT","PC_LF","M","2020-07",22.87933,
"CRI","HUR","TOT","PC_LF","M","2020-08",21.7321,
"CRI","HUR","TOT","PC_LF","M","2020-09",21.70216,
"CRI","HUR","TOT","PC_LF","M","2020-10",21.38646,
"CRI","HUR","TOT","PC_LF","M","2020-11",20.22005,
"CRI","HUR","TOT","PC_LF","M","2020-12",19.41372,
"CRI","HUR","TOT","PC_LF","M","2021-01",18.74511,
"CRI","HUR","TOT","PC_LF","M","2021-02",18.88611,
"CRI","HUR","TOT","PC_LF","M","2021-03",17.35466,
"CRI","HUR","TOT","PC_LF","M","2021-04",17.65188,
"CRI","HUR","TOT","PC_LF","M","2021-05",17.8239,
"CRI","HUR","TOT","PC_LF","M","2021-06",17.30929,
"CRI","HUR","TOT","PC_LF","M","2021-07",16.3732,
